Date,Open,High,Low,Close,Adj Close,Volume,Simple Return,Log Return,Volatility,SMA_3,SMA_12,SMA_24,EMA_6,EMA_12,MACD,Signal Line,Histogram,RSI,Middle Band,Upper Band,Lower Band
1994-04-01,19.25,19.625,19.0,19.0,2.4249064922332764,734700,,,,,,,19.0,19.0,0.0,0.0,0.0,,19.0,19.0,19.0
1994-05-01,19.0,19.125,17.125,18.125,2.3132338523864746,348100,-0.046052631578947345,-0.04714677842570196,,,,,18.75,18.865384615384617,-0.06980056980056659,-0.013960113960113318,-0.055840455840453274,0.0,18.5625,19.4375,17.6875
1994-06-01,18.125,19.25,17.875,18.25,2.3291871547698975,138000,0.006896551724137945,0.0068728792877620504,,18.458333333333332,,,18.607142857142858,18.7707100591716,-0.11372066785171953,-0.03391222473843456,-0.07980844311328497,12.5,18.458333333333332,19.23113487462464,17.685531792042024
1994-07-01,18.25,18.375,16.25,16.375,2.14198899269104,159600,-0.10273972602739723,-0.10840929850718485,,17.583333333333332,,,17.96938775510204,18.402139280837506,-0.29640768862852696,-0.08641131751645305,-0.20999637111207392,4.347826086956516,17.9375,19.86185053979258,16.01314946020742
1994-08-01,16.375,18.0,16.375,17.25,2.2564468383789062,182900,0.05343511450381677,0.05205636195605313,,17.291666666666668,,,17.76384839650146,18.224887083785582,-0.36636011016445025,-0.1424010760460525,-0.22395903411839774,26.66666666666667,17.8,19.606931099959265,15.993068900040736
1994-09-01,17.375,17.875,16.125,16.375,2.14198899269104,178700,-0.050724637681159424,-0.05205636195605315,,16.666666666666668,,,17.36703456892961,17.940289070895492,-0.4867916642434267,-0.21127919368552733,-0.27551247055789935,21.621621621621628,17.5625,19.52437622783226,15.60062377216774
1994-10-01,16.375,16.375,15.5,15.625,2.0994560718536377,187500,-0.04580152671755722,-0.04688358589885038,,16.416666666666668,,,16.869310406378293,17.584090752296184,-0.6354284469065199,-0.29610904432972585,-0.33931940257679405,18.604651162790702,17.285714285714285,19.552375950374632,15.019052621053937
1994-11-01,15.625,16.25,15.5,16.0,2.149843215942383,137700,0.02400000000000002,0.023716526617316065,,16.0,,,16.620936004555922,17.340384482712157,-0.7147258869199753,-0.37983241284777575,-0.33489347407219955,23.913043478260875,17.125,19.409458360312133,14.840541639687867
1994-12-01,16.125,16.125,14.625,15.5,2.0826609134674072,132800,-0.03125,-0.0317486983145803,,15.708333333333334,,,16.300668574682803,17.057248408448746,-0.8085945263958223,-0.46558483555738506,-0.34300969083843724,22.0,16.944444444444443,19.328159772547213,14.560729116341673
1995-01-01,15.5,16.0,15.375,15.75,2.1784939765930176,79000,0.016129032258064502,0.01600034134644112,,15.75,,,16.143334696202004,16.8561332686874,-0.8529805598723854,-0.5430639804203852,-0.30991657945200024,25.000000000000014,16.825,19.19723523285529,14.452764767144707
1995-02-01,15.875,16.25,15.625,15.75,2.1784939765930176,64500,0.0,0.0,,15.666666666666666,,,16.030953354430004,16.68595891965857,-0.8780353660449371,-0.6100582575452955,-0.2679771084996416,25.000000000000014,16.727272727272727,19.072040068459806,14.382505386085649
1995-03-01,16.0,16.0,15.625,15.75,2.1784939765930176,90200,0.0,0.0,,15.75,16.645833333333332,,15.950680967450003,16.541965239711097,-0.8876590989032636,-0.6655784258168892,-0.22208067308637436,25.0,16.645833333333332,18.954858500416233,14.33680816625043
1995-04-01,15.875,16.0,15.375,15.625,2.223747730255127,96300,-0.007936507936507908,-0.007968169649176845,,15.708333333333334,16.364583333333332,,15.85762926246429,16.40089366437093,-0.895054797309033,-0.711473700115318,-0.18358109719371507,24.52830188679245,16.567307692307693,18.851482734046346,14.28313265056904
1995-05-01,15.625,16.0,14.5,15.375,2.1881678104400635,265700,-0.016000000000000014,-0.016129381929883644,,15.583333333333334,16.135416666666668,,15.719735187474493,16.243063869852325,-0.910592113184677,-0.7512973827291899,-0.15929473045548714,23.63636363636364,16.482142857142858,18.767299039006627,14.196986675279089
1995-06-01,15.375,17.0,15.375,16.375,2.330488681793213,251300,0.06504065040650397,0.06301296782873396,,15.791666666666666,15.979166666666666,,15.906953705338925,16.26336173602889,-0.8326160260424054,-0.767561111391833,-0.06505491465057234,33.9782345828295,16.475,18.68331761000692,14.266682389993083
1995-07-01,16.75,17.0,15.5,16.625,2.4329280853271484,199900,0.01526717557251911,0.015151805020602246,,16.125,16.0,,16.112109789527803,16.318998392024447,-0.7420921284119402,-0.7624673147958545,0.020375186383914334,36.30081665619671,16.484375,18.623802128345343,14.344947871654657
1995-08-01,16.625,17.0,16.25,16.75,2.4512202739715576,94600,0.007518796992481258,0.007490671729157659,,16.583333333333332,15.958333333333334,,16.294364135377002,16.385306331712993,-0.6527404464688473,-0.7405219411304531,0.08778149466160579,37.48501046726692,16.5,18.579309840251018,14.420690159748984
1995-09-01,16.75,17.375,16.5,16.875,2.4695117473602295,120500,0.00746268656716409,0.0074349784875179905,,16.75,16.0,,16.46026009669786,16.46064381914176,-0.5653254199154993,-0.7054826368874624,0.14015721697196304,38.71202270526833,16.520833333333332,18.548848920606325,14.49281774606034
1995-10-01,17.0,17.0,14.5,14.625,2.197148561477661,287600,-0.1333333333333333,-0.1431008436406733,,16.083333333333332,15.916666666666666,,15.935900069069898,16.17823707773534,-0.6698825880584209,-0.6983626271216541,0.028480039063233153,28.04261288927843,16.42105263157895,18.568895071520576,14.273210191637322
1995-11-01,14.875,16.0,13.5,15.875,2.384939670562744,207600,0.08547008547008539,0.08201315166083507,,15.791666666666666,15.90625,,15.918500049335641,16.13158521962221,-0.6444515079646074,-0.6875804032902447,0.04312889532563735,38.22841946770075,16.39375,18.50069535999394,14.286804640006059
1995-12-01,16.0,16.5,14.25,14.625,2.197148561477661,204000,-0.07874015748031493,-0.08201315166083513,,15.041666666666666,15.833333333333334,,15.548928606668316,15.89980287814187,-0.7168977955496274,-0.6934438817421213,-0.023453913807506055,33.17166371414892,16.175,18.049833325925267,14.300166674074733
1996-01-01,14.75,16.625,14.5,15.5,2.4000070095062256,135800,0.05982905982905984,0.058107630807280757,0.19039039142410805,15.333333333333334,15.8125,,15.534949004763082,15.838294743043122,-0.6956873622267814,-0.6938925778390534,-0.0017947843877279546,39.2313221546646,16.04375,17.710098928045984,14.377401071954015
1996-02-01,15.5,16.5,15.375,16.5,2.554847002029419,111100,0.06451612903225801,0.06252035698133393,0.19519167399443854,15.541666666666666,15.875,,15.81067786054506,15.940095551805719,-0.5913693604812273,-0.6733879343674883,0.08201857388626099,45.33224288950779,15.95625,17.303179378252626,14.609320621747377
1996-03-01,16.75,18.25,16.125,18.0,2.7871053218841553,158600,0.09090909090909083,0.0870113769896297,0.20647997758982964,16.666666666666668,16.0625,16.354166666666668,16.4361984718179,16.25700392845099,-0.38324136070358605,-0.615358619634708,0.2321172589311219,52.960936976839186,16.0375,17.646265054319617,14.428734945680384
1996-04-01,17.875,18.0,16.5,17.875,2.8387176990509033,114500,-0.00694444444444442,-0.006968669316093316,0.18905585149866996,17.458333333333332,16.25,16.307291666666668,16.84728462272707,16.50592640099699,-0.22578220007206085,-0.5374433357221786,0.31166113565011777,52.30588920962886,16.06875,17.790803643183047,14.346696356816956
1996-05-01,17.75,18.0,17.125,17.875,2.8387176990509033,102600,0.0,0.0,0.18538658997731725,17.916666666666668,16.458333333333332,16.296875,17.140917587662194,16.716553108535916,-0.09984374430579734,-0.44992341743890235,0.350079673133105,52.30588920962885,16.14375,18.03497149681099,14.252528503189012
1996-06-01,17.75,18.875,17.5,18.0,2.8585708141326904,111000,0.006993006993007089,0.0069686693160934355,0.18066077356625418,17.916666666666668,16.59375,16.286458333333332,17.386369705472994,16.914006476453466,0.009935316414843243,-0.35795167066815325,0.3678869870829965,52.980364334276274,16.2625,18.30103501318962,14.22396498681038
1996-07-01,18.0,18.875,17.5,18.375,2.990872859954834,154400,0.02083333333333326,0.02061928720273561,0.17650395641803576,18.083333333333332,16.739583333333332,16.369791666666668,17.668835503909282,17.13877471084524,0.12574585895762525,-0.2612121647429976,0.3869580237006228,55.0347597493827,16.38125,18.612386201579817,14.150113798420188
1996-08-01,18.125,19.375,18.125,19.0,3.0926053524017334,130600,0.03401360544217691,0.033447934067540125,0.17715273613602658,18.458333333333332,16.927083333333332,16.442708333333332,18.04916821707806,17.425117063022896,0.26490516312695433,-0.1559886991690072,0.42089386229596154,58.304598739806806,16.55625,19.020335783815163,14.092164216184834
1996-09-01,19.0,19.75,18.75,18.875,3.0722579956054688,130700,-0.006578947368421018,-0.006600684031352024,0.17487022927290582,18.75,17.09375,16.546875,18.285120155055758,17.648175976403987,0.3609427357595969,-0.05260241218328639,0.4135451479428833,57.40547911907191,16.7125,19.342970490235537,14.082029509764459
1996-10-01,19.0,20.125,18.875,19.375,3.227173089981079,139300,0.026490066225165476,0.026145280104322207,0.17524940921437668,19.083333333333332,17.489583333333332,16.703125,18.596514396468397,17.913841210803373,0.47195858057708406,0.052309786368787706,0.41964879420829637,60.058746565808626,16.89375,19.72579321118164,14.061706788818363
1996-11-01,19.125,19.5,18.75,19.5,3.2479934692382812,77400,0.006451612903225712,0.006430890330290331,0.17510672807883293,19.25,17.791666666666668,16.848958333333332,18.85465314033457,18.157865639910547,0.563529871182503,0.15455380333153076,0.4089760678509722,60.717542085653434,17.08125,20.07736727907971,14.085132720920292
1996-12-01,19.25,21.5,19.25,21.375,3.560299873352051,112800,0.09615384615384626,0.09180754925312289,0.18488452369984174,20.083333333333332,18.354166666666668,17.09375,19.57475224309612,18.652809387616617,0.7784244165721326,0.27932792597965117,0.4990964905924814,68.98206474702236,17.36875,20.819723594509234,13.917776405490763
1997-01-01,21.25,22.375,20.625,21.75,3.7025768756866455,152300,0.01754385964912286,0.01739174271186924,0.18406488229725618,20.875,18.875,17.34375,20.196251602211515,19.129300251060215,0.9678326852782853,0.41702887783937803,0.5508038074389072,70.3266856471117,17.6875,21.501536575598088,13.87346342440191
1997-02-01,22.0,22.125,20.625,20.75,3.53234601020813,92600,-0.04597701149425293,-0.047067510857985856,0.18848862331987565,21.291666666666668,19.229166666666668,17.552083333333332,20.35446543015108,19.378638673974027,1.025427964916684,0.5387086952548392,0.48671926966184476,62.54086696948333,17.90625,21.892064690875632,13.920435309124368
1997-03-01,20.75,21.0,19.375,19.625,3.340832233428955,201700,-0.054216867469879526,-0.055741983008235185,0.19128091977319692,20.708333333333332,19.364583333333332,17.713541666666668,20.1460467358222,19.416540416439563,0.9691230932383199,0.6247915748515354,0.34433151838678455,55.14442351308219,18.05625,22.063645507059416,14.048854492940581
1997-04-01,19.5,20.375,18.75,20.0,3.4801416397094727,137000,0.019108280254777066,0.01892800988551886,0.19137485173568586,20.125,19.541666666666668,17.895833333333332,20.104319097015857,19.506303429295013,0.9438799818864538,0.6886092562585191,0.25527072562793474,56.97118504782991,18.21875,22.26448463662658,14.17301536337342
1997-05-01,20.25,21.25,20.0,20.25,3.5236430168151855,369700,0.012499999999999956,0.01242251999855711,0.19139013671476912,19.958333333333332,19.739583333333332,18.098958333333332,20.145942212154182,19.62071828632655,0.9332891683556603,0.7375452386779474,0.19574392967771292,58.1935533955413,18.3875,22.47628038050468,14.29871961949532
1997-06-01,20.375,21.125,19.875,20.5,3.5671465396881104,292500,0.012345679012345734,0.012270092591814401,0.19140026174076288,20.25,19.947916666666668,18.270833333333332,20.24710158011013,19.755992396122465,0.9342987683716402,0.776895944616686,0.15740282375495418,59.43458631824874,18.68125,22.48048923305706,14.882010766942937
1997-07-01,20.25,21.0,19.75,20.5625,3.656852960586548,382400,0.0030487804878047697,0.003044142381228052,0.15102604990801677,20.4375,20.130208333333332,18.434895833333332,20.33721541436438,19.880070489026703,0.9294282411092709,0.807402403915203,0.1220258371940679,59.75622145711837,18.915625,22.5690213222596,15.262228677740394
1997-08-01,20.4375,20.875,20.125,20.4375,3.63462233543396,298900,-0.006079027355623046,-0.006097579868118445,0.14286085608259852,20.5,20.25,18.588541666666668,20.36586815311741,19.96582887533029,0.9050490161474798,0.8269317263616585,0.07811728978582133,58.75287395259788,19.20625,22.33527241123326,16.077227588766743
1997-09-01,20.625,22.0625,20.3125,21.625,3.845808267593384,506700,0.05810397553516822,0.05647860416047089,0.12634290907898,20.875,20.479166666666668,18.786458333333332,20.72562010936958,20.22108597143332,0.9703638795973895,0.8556181570088047,0.11474572258858473,64.79964564013312,19.5125,22.31222096823951,16.712779031760487
1997-10-01,21.5625,21.8125,20.375,20.5625,3.7360963821411133,300400,-0.049132947976878616,-0.05038102429235237,0.13218350876815385,20.875,20.578125,19.033854166666668,20.679014363835414,20.273611206597426,0.9257203808234138,0.8696386017717266,0.05608177905168721,56.77918947548773,19.715625,22.181160882419885,17.250089117580114
1997-11-01,20.75,21.4375,20.25,21.0,3.815587282180786,131000,0.02127659574468077,0.021053409197832263,0.126819506136364,21.0625,20.703125,19.247395833333332,20.770724545596725,20.38536332865936,0.9150940455352767,0.8787296905244367,0.03636435501084001,59.02797319675331,19.865625,22.259391318482237,17.471858681517766
1997-12-01,21.0625,22.125,20.375,21.75,3.9518582820892334,218800,0.03571428571428581,0.03509131981127019,0.11431815866892366,21.104166666666668,20.734375,19.544270833333332,21.05051753256909,20.595307431942533,0.9561692068276422,0.8942175937850779,0.061951613042564246,62.6186600831681,20.059375,22.404074807544667,17.71467519245533
1998-01-01,21.5,22.875,20.6875,22.0,4.083144187927246,310700,0.011494252873563315,0.01142869582362285,0.11365230514556642,21.583333333333332,20.755208333333332,19.815104166666668,21.32179823754935,20.81141398087445,0.9973971057680657,0.9148534961816756,0.08254360958639018,63.758794743402085,20.265625,22.52977322560273,18.00147677439727
1998-02-01,21.875,22.0625,21.0,21.25,3.943946123123169,183700,-0.03409090909090906,-0.034685557987889984,0.11816741734682687,21.666666666666668,20.796875,20.013020833333332,21.30128445539239,20.87888875304761,0.9585027575787386,0.9235833484610882,0.034919409117650346,58.03963898430429,20.428125,22.474568179641206,18.381681820358796
1998-03-01,21.25,21.875,20.5,20.625,3.8279480934143066,231100,-0.02941176470588236,-0.02985296314968116,0.12146906543718206,21.291666666666668,20.880208333333332,20.122395833333332,21.108060325280277,20.83982894488644,0.8672493194522986,0.9123165426593304,-0.045067223207031826,53.71554385072394,20.540625,22.357763461290165,18.72348653870983
1998-04-01,20.6875,21.0,19.875,20.25,3.840763568878174,222500,-0.018181818181818188,-0.01834913866819654,0.12227657929257815,20.708333333333332,20.901041666666668,20.221354166666668,20.862900232343055,20.749086030288527,0.7559567474791358,0.8810445836232915,-0.12508783614415575,51.24844167766754,20.603125,22.284955754713444,18.921294245286553
