Date,Open,High,Low,Close,Adj Close,Volume,Simple Return,Log Return,Volatility,SMA_4,SMA_13,SMA_52,EMA_9,EMA_26,EMA_52,MACD,Signal Line,Histogram,RSI,Middle Band,Upper Band,Lower Band
1994-07-18,2.466315984725952,2.482980966567993,2.466315984725952,2.466315984725952,-0.26640447974205017,10617758,,,,,,,2.466315984725952,2.466315984725952,2.466315984725952,0.0,0.0,0.0,,2.466315984725952,2.466315984725952,2.466315984725952
1994-07-25,2.466315984725952,2.482980966567993,2.466315984725952,2.466315984725952,-0.26640447974205017,2631374,0.0,0.0,,,,,2.466315984725952,2.466315984725952,2.466315984725952,0.0,0.0,0.0,,2.466315984725952,2.466315984725952,2.466315984725952
1994-08-01,2.466315984725952,2.482980966567993,2.432987928390503,2.432987928390503,-0.26280444860458374,6027856,-0.013513295353009047,-0.013605430906798551,,,,,2.4596503734588624,2.4638472398122153,2.465058322222728,-0.0026586483686399376,-0.0005317296737279876,-0.0021269186949119502,0.0,2.4552066326141357,2.4866286254655536,2.423784639762718
1994-08-08,2.432987928390503,2.4496519565582275,2.3829948902130127,2.3996589183807373,-0.2592044174671173,3148947,-0.013698797935184914,-0.013793492261079439,,2.441319704055786,,,2.4476520824432377,2.45909254933581,2.462590420190955,-0.00737006144036334,-0.0018993960270550583,-0.005470665413308282,0.0,2.441319704055786,2.4965887518446017,2.3860506562669705
1994-08-15,2.3829948902130127,2.432987928390503,2.3829948902130127,2.3996589183807373,-0.2592044174671173,2443848,0.0,0.0,,2.4246554374694824,,,2.438053449630738,2.4546900581539526,2.460215646537739,-0.010977350183845935,-0.0037149868584132337,-0.007262363325432702,0.0,2.4329875469207765,2.4926074395334425,2.3733676543081104
1994-08-22,2.3996589183807373,2.432987928390503,2.3829948902130127,2.432987928390503,-0.26280444860458374,1698992,0.013889061380546464,0.013793492261079503,,2.41632342338562,,,2.437040345382691,2.4530824929862898,2.4591881854755795,-0.011019751105352693,-0.005175939707801126,-0.005843811397551567,33.333651269040374,2.432987610499064,2.487412877266461,2.3785623437316668
1994-08-29,2.432987928390503,2.466315984725952,2.4163239002227783,2.432987928390503,-0.26280444860458374,1338190,0.0,0.0,,2.41632342338562,,,2.4362298619842537,2.4515940067199353,2.458199496528973,-0.01092738999137266,-0.006326229764515433,-0.004601160226857227,33.333651269040374,2.4329876559121266,2.4833756618213574,2.382599650002896
1994-09-05,2.4496519565582275,2.4496519565582275,2.349666118621826,2.432987928390503,-0.26280444860458374,1013393,0.0,0.0,,2.4246556758880615,,,2.4355814752655034,2.450215778695533,2.4572481165992195,-0.01073049863436415,-0.007207083538485176,-0.0035234150958789734,33.333651269040374,2.432987689971924,2.4801213536010387,2.385854026342809
1994-09-12,2.3996589183807373,2.432987928390503,2.366331100463867,2.366331100463867,-0.25560450553894043,1932275,-0.027397105899629848,-0.027779405384172513,,2.416323721408844,,,2.4217314003051764,2.4440020988265205,2.453817285801659,-0.015771307934167478,-0.008919928417621638,-0.00685137951654584,20.000257528782413,2.4255814022488065,2.4866554467031037,2.3645073577945093
1994-09-19,2.366331100463867,2.3829948902130127,2.2663450241088867,2.3330020904541016,-0.2520042657852173,2972672,-0.014084677331600903,-0.014184807714023693,,2.3913272619247437,,,2.4039855383349615,2.435779875984119,2.4492582218262795,-0.022199654389958745,-0.01157587361208906,-0.010623780777869685,16.666845505715088,2.4163234710693358,2.4965890891474527,2.336057852991219
1994-09-26,2.366331100463867,2.432987928390503,2.299673080444336,2.316338062286377,-0.2502044141292572,1413951,-0.007142740349830201,-0.007168371845354914,,2.362164795398712,,,2.3864560431252446,2.426932334228731,2.444242366749302,-0.028312444835767447,-0.014923187856824739,-0.013389256978942709,15.384801631454593,2.407233888452703,2.502950667545191,2.3115171093602154
